Filter Strip %,Till/No Till,Tilling Date,Fertilizer Composition,Spring Fertilizer Amount (kg/ha),Spring Fertilizer Date,Summer Fertilizer Amount (kg/ha),Fertilizer Application Method,Cover Crop,scenario
3,Till,1-Apr,Dairy Manure,1120,1-Feb,140,Aerial Solid,Winter Rye,1555
5,Till,1-Apr,Dairy Manure,1120,1-Feb,140,Aerial Solid,Winter Rye,1556
0,Till,15-Apr,Dairy Manure,1120,1-Feb,140,Aerial Solid,Winter Rye,1557
1,Till,15-Apr,Dairy Manure,1120,1-Feb,140,Aerial Solid,Winter Rye,1558
3,Till,15-Apr,Dairy Manure,1120,1-Feb,140,Aerial Solid,Winter Rye,1559
5,Till,15-Apr,Dairy Manure,1120,1-Feb,140,Aerial Solid,Winter Rye,1560
0,Till,1-Apr,26:13:00,0,1-May,140,Aerial Solid,Winter Rye,1561
1,Till,1-Apr,26:13:00,0,1-May,140,Aerial Solid,Winter Rye,1562
3,Till,1-Apr,26:13:00,0,1-May,140,Aerial Solid,Winter Rye,1563
5,Till,1-Apr,26:13:00,0,1-May,140,Aerial Solid,Winter Rye,1564
0,Till,15-Apr,26:13:00,0,1-May,140,Aerial Solid,Winter Rye,1565
1,Till,15-Apr,26:13:00,0,1-May,140,Aerial Solid,Winter Rye,1566
3,Till,15-Apr,26:13:00,0,1-May,140,Aerial Solid,Winter Rye,1567
5,Till,15-Apr,26:13:00,0,1-May,140,Aerial Solid,Winter Rye,1568
0,Till,1-Apr,28:10:10,0,1-May,140,Aerial Solid,Winter Rye,1569
1,Till,1-Apr,28:10:10,0,1-May,140,Aerial Solid,Winter Rye,1570
3,Till,1-Apr,28:10:10,0,1-May,140,Aerial Solid,Winter Rye,1571
5,Till,1-Apr,28:10:10,0,1-May,140,Aerial Solid,Winter Rye,1572
0,Till,15-Apr,28:10:10,0,1-May,140,Aerial Solid,Winter Rye,1573
1,Till,15-Apr,28:10:10,0,1-May,140,Aerial Solid,Winter Rye,1574
3,Till,15-Apr,28:10:10,0,1-May,140,Aerial Solid,Winter Rye,1575
5,Till,15-Apr,28:10:10,0,1-May,140,Aerial Solid,Winter Rye,1576
0,Till,1-Apr,Dairy Manure,0,1-May,140,Aerial Solid,Winter Rye,1577
1,Till,1-Apr,Dairy Manure,0,1-May,140,Aerial Solid,Winter Rye,1578
3,Till,1-Apr,Dairy Manure,0,1-May,140,Aerial Solid,Winter Rye,1579
5,Till,1-Apr,Dairy Manure,0,1-May,140,Aerial Solid,Winter Rye,1580
0,Till,15-Apr,Dairy Manure,0,1-May,140,Aerial Solid,Winter Rye,1581
1,Till,15-Apr,Dairy Manure,0,1-May,140,Aerial Solid,Winter Rye,1582
3,Till,15-Apr,Dairy Manure,0,1-May,140,Aerial Solid,Winter Rye,1583
5,Till,15-Apr,Dairy Manure,0,1-May,140,Aerial Solid,Winter Rye,1584
0,Till,1-Apr,26:13:00,140,1-May,140,Aerial Solid,Winter Rye,1585
1,Till,1-Apr,26:13:00,140,1-May,140,Aerial Solid,Winter Rye,1586
3,Till,1-Apr,26:13:00,140,1-May,140,Aerial Solid,Winter Rye,1587
5,Till,1-Apr,26:13:00,140,1-May,140,Aerial Solid,Winter Rye,1588
0,Till,15-Apr,26:13:00,140,1-May,140,Aerial Solid,Winter Rye,1589
1,Till,15-Apr,26:13:00,140,1-May,140,Aerial Solid,Winter Rye,1590
3,Till,15-Apr,26:13:00,140,1-May,140,Aerial Solid,Winter Rye,1591
5,Till,15-Apr,26:13:00,140,1-May,140,Aerial Solid,Winter Rye,1592
0,Till,1-Apr,28:10:10,140,1-May,140,Aerial Solid,Winter Rye,1593
1,Till,1-Apr,28:10:10,140,1-May,140,Aerial Solid,Winter Rye,1594
3,Till,1-Apr,28:10:10,140,1-May,140,Aerial Solid,Winter Rye,1595
5,Till,1-Apr,28:10:10,140,1-May,140,Aerial Solid,Winter Rye,1596
0,Till,15-Apr,28:10:10,140,1-May,140,Aerial Solid,Winter Rye,1597
1,Till,15-Apr,28:10:10,140,1-May,140,Aerial Solid,Winter Rye,1598
3,Till,15-Apr,28:10:10,140,1-May,140,Aerial Solid,Winter Rye,1599
5,Till,15-Apr,28:10:10,140,1-May,140,Aerial Solid,Winter Rye,1600
0,Till,1-Apr,Dairy Manure,140,1-May,140,Aerial Solid,Winter Rye,1601
1,Till,1-Apr,Dairy Manure,140,1-May,140,Aerial Solid,Winter Rye,1602
3,Till,1-Apr,Dairy Manure,140,1-May,140,Aerial Solid,Winter Rye,1603
5,Till,1-Apr,Dairy Manure,140,1-May,140,Aerial Solid,Winter Rye,1604
0,Till,15-Apr,Dairy Manure,140,1-May,140,Aerial Solid,Winter Rye,1605
1,Till,15-Apr,Dairy Manure,140,1-May,140,Aerial Solid,Winter Rye,1606
3,Till,15-Apr,Dairy Manure,140,1-May,140,Aerial Solid,Winter Rye,1607
5,Till,15-Apr,Dairy Manure,140,1-May,140,Aerial Solid,Winter Rye,1608
0,Till,1-Apr,26:13:00,280,1-May,140,Aerial Solid,Winter Rye,1609
1,Till,1-Apr,26:13:00,280,1-May,140,Aerial Solid,Winter Rye,1610
3,Till,1-Apr,26:13:00,280,1-May,140,Aerial Solid,Winter Rye,1611
5,Till,1-Apr,26:13:00,280,1-May,140,Aerial Solid,Winter Rye,1612
0,Till,15-Apr,26:13:00,280,1-May,140,Aerial Solid,Winter Rye,1613
1,Till,15-Apr,26:13:00,280,1-May,140,Aerial Solid,Winter Rye,1614
3,Till,15-Apr,26:13:00,280,1-May,140,Aerial Solid,Winter Rye,1615
5,Till,15-Apr,26:13:00,280,1-May,140,Aerial Solid,Winter Rye,1616
0,Till,1-Apr,28:10:10,280,1-May,140,Aerial Solid,Winter Rye,1617
1,Till,1-Apr,28:10:10,280,1-May,140,Aerial Solid,Winter Rye,1618
3,Till,1-Apr,28:10:10,280,1-May,140,Aerial Solid,Winter Rye,1619
5,Till,1-Apr,28:10:10,280,1-May,140,Aerial Solid,Winter Rye,1620
0,Till,15-Apr,28:10:10,280,1-May,140,Aerial Solid,Winter Rye,1621
1,Till,15-Apr,28:10:10,280,1-May,140,Aerial Solid,Winter Rye,1622
3,Till,15-Apr,28:10:10,280,1-May,140,Aerial Solid,Winter Rye,1623
5,Till,15-Apr,28:10:10,280,1-May,140,Aerial Solid,Winter Rye,1624
0,Till,1-Apr,Dairy Manure,280,1-May,140,Aerial Solid,Winter Rye,1625
1,Till,1-Apr,Dairy Manure,280,1-May,140,Aerial Solid,Winter Rye,1626
3,Till,1-Apr,Dairy Manure,280,1-May,140,Aerial Solid,Winter Rye,1627
5,Till,1-Apr,Dairy Manure,280,1-May,140,Aerial Solid,Winter Rye,1628
0,Till,15-Apr,Dairy Manure,280,1-May,140,Aerial Solid,Winter Rye,1629
1,Till,15-Apr,Dairy Manure,280,1-May,140,Aerial Solid,Winter Rye,1630
3,Till,15-Apr,Dairy Manure,280,1-May,140,Aerial Solid,Winter Rye,1631
5,Till,15-Apr,Dairy Manure,280,1-May,140,Aerial Solid,Winter Rye,1632
0,Till,1-Apr,26:13:00,560,1-May,140,Aerial Solid,Winter Rye,1633
1,Till,1-Apr,26:13:00,560,1-May,140,Aerial Solid,Winter Rye,1634
3,Till,1-Apr,26:13:00,560,1-May,140,Aerial Solid,Winter Rye,1635
5,Till,1-Apr,26:13:00,560,1-May,140,Aerial Solid,Winter Rye,1636
0,Till,15-Apr,26:13:00,560,1-May,140,Aerial Solid,Winter Rye,1637
1,Till,15-Apr,26:13:00,560,1-May,140,Aerial Solid,Winter Rye,1638
3,Till,15-Apr,26:13:00,560,1-May,140,Aerial Solid,Winter Rye,1639
5,Till,15-Apr,26:13:00,560,1-May,140,Aerial Solid,Winter Rye,1640
0,Till,1-Apr,28:10:10,560,1-May,140,Aerial Solid,Winter Rye,1641
1,Till,1-Apr,28:10:10,560,1-May,140,Aerial Solid,Winter Rye,1642
3,Till,1-Apr,28:10:10,560,1-May,140,Aerial Solid,Winter Rye,1643
5,Till,1-Apr,28:10:10,560,1-May,140,Aerial Solid,Winter Rye,1644
0,Till,15-Apr,28:10:10,560,1-May,140,Aerial Solid,Winter Rye,1645
1,Till,15-Apr,28:10:10,560,1-May,140,Aerial Solid,Winter Rye,1646
3,Till,15-Apr,28:10:10,560,1-May,140,Aerial Solid,Winter Rye,1647
5,Till,15-Apr,28:10:10,560,1-May,140,Aerial Solid,Winter Rye,1648
0,Till,1-Apr,Dairy Manure,560,1-May,140,Aerial Solid,Winter Rye,1649
1,Till,1-Apr,Dairy Manure,560,1-May,140,Aerial Solid,Winter Rye,1650
3,Till,1-Apr,Dairy Manure,560,1-May,140,Aerial Solid,Winter Rye,1651
5,Till,1-Apr,Dairy Manure,560,1-May,140,Aerial Solid,Winter Rye,1652
0,Till,15-Apr,Dairy Manure,560,1-May,140,Aerial Solid,Winter Rye,1653
1,Till,15-Apr,Dairy Manure,560,1-May,140,Aerial Solid,Winter Rye,1654
3,Till,15-Apr,Dairy Manure,560,1-May,140,Aerial Solid,Winter Rye,1655
5,Till,15-Apr,Dairy Manure,560,1-May,140,Aerial Solid,Winter Rye,1656
0,Till,1-Apr,26:13:00,1120,1-May,140,Aerial Solid,Winter Rye,1657
1,Till,1-Apr,26:13:00,1120,1-May,140,Aerial Solid,Winter Rye,1658
3,Till,1-Apr,26:13:00,1120,1-May,140,Aerial Solid,Winter Rye,1659
5,Till,1-Apr,26:13:00,1120,1-May,140,Aerial Solid,Winter Rye,1660
0,Till,15-Apr,26:13:00,1120,1-May,140,Aerial Solid,Winter Rye,1661
1,Till,15-Apr,26:13:00,1120,1-May,140,Aerial Solid,Winter Rye,1662
3,Till,15-Apr,26:13:00,1120,1-May,140,Aerial Solid,Winter Rye,1663
5,Till,15-Apr,26:13:00,1120,1-May,140,Aerial Solid,Winter Rye,1664
0,Till,1-Apr,28:10:10,1120,1-May,140,Aerial Solid,Winter Rye,1665
1,Till,1-Apr,28:10:10,1120,1-May,140,Aerial Solid,Winter Rye,1666
3,Till,1-Apr,28:10:10,1120,1-May,140,Aerial Solid,Winter Rye,1667
5,Till,1-Apr,28:10:10,1120,1-May,140,Aerial Solid,Winter Rye,1668
0,Till,15-Apr,28:10:10,1120,1-May,140,Aerial Solid,Winter Rye,1669
1,Till,15-Apr,28:10:10,1120,1-May,140,Aerial Solid,Winter Rye,1670
3,Till,15-Apr,28:10:10,1120,1-May,140,Aerial Solid,Winter Rye,1671
5,Till,15-Apr,28:10:10,1120,1-May,140,Aerial Solid,Winter Rye,1672
0,Till,1-Apr,Dairy Manure,1120,1-May,140,Aerial Solid,Winter Rye,1673
1,Till,1-Apr,Dairy Manure,1120,1-May,140,Aerial Solid,Winter Rye,1674
3,Till,1-Apr,Dairy Manure,1120,1-May,140,Aerial Solid,Winter Rye,1675
5,Till,1-Apr,Dairy Manure,1120,1-May,140,Aerial Solid,Winter Rye,1676
0,Till,15-Apr,Dairy Manure,1120,1-May,140,Aerial Solid,Winter Rye,1677
1,Till,15-Apr,Dairy Manure,1120,1-May,140,Aerial Solid,Winter Rye,1678
3,Till,15-Apr,Dairy Manure,1120,1-May,140,Aerial Solid,Winter Rye,1679
5,Till,15-Apr,Dairy Manure,1120,1-May,140,Aerial Solid,Winter Rye,1680
0,Till,1-Apr,26:13:00,0,1-Feb,280,Aerial Solid,Winter Rye,1681
1,Till,1-Apr,26:13:00,0,1-Feb,280,Aerial Solid,Winter Rye,1682
3,Till,1-Apr,26:13:00,0,1-Feb,280,Aerial Solid,Winter Rye,1683
5,Till,1-Apr,26:13:00,0,1-Feb,280,Aerial Solid,Winter Rye,1684
0,Till,15-Apr,26:13:00,0,1-Feb,280,Aerial Solid,Winter Rye,1685
1,Till,15-Apr,26:13:00,0,1-Feb,280,Aerial Solid,Winter Rye,1686
3,Till,15-Apr,26:13:00,0,1-Feb,280,Aerial Solid,Winter Rye,1687
5,Till,15-Apr,26:13:00,0,1-Feb,280,Aerial Solid,Winter Rye,1688
0,Till,1-Apr,28:10:10,0,1-Feb,280,Aerial Solid,Winter Rye,1689
1,Till,1-Apr,28:10:10,0,1-Feb,280,Aerial Solid,Winter Rye,1690
3,Till,1-Apr,28:10:10,0,1-Feb,280,Aerial Solid,Winter Rye,1691
5,Till,1-Apr,28:10:10,0,1-Feb,280,Aerial Solid,Winter Rye,1692
0,Till,15-Apr,28:10:10,0,1-Feb,280,Aerial Solid,Winter Rye,1693
1,Till,15-Apr,28:10:10,0,1-Feb,280,Aerial Solid,Winter Rye,1694
3,Till,15-Apr,28:10:10,0,1-Feb,280,Aerial Solid,Winter Rye,1695
5,Till,15-Apr,28:10:10,0,1-Feb,280,Aerial Solid,Winter Rye,1696
0,Till,1-Apr,Dairy Manure,0,1-Feb,280,Aerial Solid,Winter Rye,1697
1,Till,1-Apr,Dairy Manure,0,1-Feb,280,Aerial Solid,Winter Rye,1698
3,Till,1-Apr,Dairy Manure,0,1-Feb,280,Aerial Solid,Winter Rye,1699
5,Till,1-Apr,Dairy Manure,0,1-Feb,280,Aerial Solid,Winter Rye,1700
0,Till,15-Apr,Dairy Manure,0,1-Feb,280,Aerial Solid,Winter Rye,1701
1,Till,15-Apr,Dairy Manure,0,1-Feb,280,Aerial Solid,Winter Rye,1702
3,Till,15-Apr,Dairy Manure,0,1-Feb,280,Aerial Solid,Winter Rye,1703
5,Till,15-Apr,Dairy Manure,0,1-Feb,280,Aerial Solid,Winter Rye,1704
0,Till,1-Apr,26:13:00,140,1-Feb,280,Aerial Solid,Winter Rye,1705
1,Till,1-Apr,26:13:00,140,1-Feb,280,Aerial Solid,Winter Rye,1706
3,Till,1-Apr,26:13:00,140,1-Feb,280,Aerial Solid,Winter Rye,1707
5,Till,1-Apr,26:13:00,140,1-Feb,280,Aerial Solid,Winter Rye,1708
0,Till,15-Apr,26:13:00,140,1-Feb,280,Aerial Solid,Winter Rye,1709
1,Till,15-Apr,26:13:00,140,1-Feb,280,Aerial Solid,Winter Rye,1710
3,Till,15-Apr,26:13:00,140,1-Feb,280,Aerial Solid,Winter Rye,1711
5,Till,15-Apr,26:13:00,140,1-Feb,280,Aerial Solid,Winter Rye,1712
0,Till,1-Apr,28:10:10,140,1-Feb,280,Aerial Solid,Winter Rye,1713
1,Till,1-Apr,28:10:10,140,1-Feb,280,Aerial Solid,Winter Rye,1714
3,Till,1-Apr,28:10:10,140,1-Feb,280,Aerial Solid,Winter Rye,1715
5,Till,1-Apr,28:10:10,140,1-Feb,280,Aerial Solid,Winter Rye,1716
0,Till,15-Apr,28:10:10,140,1-Feb,280,Aerial Solid,Winter Rye,1717
1,Till,15-Apr,28:10:10,140,1-Feb,280,Aerial Solid,Winter Rye,1718
3,Till,15-Apr,28:10:10,140,1-Feb,280,Aerial Solid,Winter Rye,1719
5,Till,15-Apr,28:10:10,140,1-Feb,280,Aerial Solid,Winter Rye,1720
0,Till,1-Apr,Dairy Manure,140,1-Feb,280,Aerial Solid,Winter Rye,1721
1,Till,1-Apr,Dairy Manure,140,1-Feb,280,Aerial Solid,Winter Rye,1722
3,Till,1-Apr,Dairy Manure,140,1-Feb,280,Aerial Solid,Winter Rye,1723
5,Till,1-Apr,Dairy Manure,140,1-Feb,280,Aerial Solid,Winter Rye,1724
0,Till,15-Apr,Dairy Manure,140,1-Feb,280,Aerial Solid,Winter Rye,1725
1,Till,15-Apr,Dairy Manure,140,1-Feb,280,Aerial Solid,Winter Rye,1726
3,Till,15-Apr,Dairy Manure,140,1-Feb,280,Aerial Solid,Winter Rye,1727
5,Till,15-Apr,Dairy Manure,140,1-Feb,280,Aerial Solid,Winter Rye,1728
0,Till,1-Apr,26:13:00,280,1-Feb,280,Aerial Solid,Winter Rye,1729
1,Till,1-Apr,26:13:00,280,1-Feb,280,Aerial Solid,Winter Rye,1730
3,Till,1-Apr,26:13:00,280,1-Feb,280,Aerial Solid,Winter Rye,1731
5,Till,1-Apr,26:13:00,280,1-Feb,280,Aerial Solid,Winter Rye,1732
0,Till,15-Apr,26:13:00,280,1-Feb,280,Aerial Solid,Winter Rye,1733
1,Till,15-Apr,26:13:00,280,1-Feb,280,Aerial Solid,Winter Rye,1734
3,Till,15-Apr,26:13:00,280,1-Feb,280,Aerial Solid,Winter Rye,1735
5,Till,15-Apr,26:13:00,280,1-Feb,280,Aerial Solid,Winter Rye,1736
0,Till,1-Apr,28:10:10,280,1-Feb,280,Aerial Solid,Winter Rye,1737
1,Till,1-Apr,28:10:10,280,1-Feb,280,Aerial Solid,Winter Rye,1738
3,Till,1-Apr,28:10:10,280,1-Feb,280,Aerial Solid,Winter Rye,1739
5,Till,1-Apr,28:10:10,280,1-Feb,280,Aerial Solid,Winter Rye,1740
0,Till,15-Apr,28:10:10,280,1-Feb,280,Aerial Solid,Winter Rye,1741
1,Till,15-Apr,28:10:10,280,1-Feb,280,Aerial Solid,Winter Rye,1742
3,Till,15-Apr,28:10:10,280,1-Feb,280,Aerial Solid,Winter Rye,1743
5,Till,15-Apr,28:10:10,280,1-Feb,280,Aerial Solid,Winter Rye,1744
0,Till,1-Apr,Dairy Manure,280,1-Feb,280,Aerial Solid,Winter Rye,1745
1,Till,1-Apr,Dairy Manure,280,1-Feb,280,Aerial Solid,Winter Rye,1746
3,Till,1-Apr,Dairy Manure,280,1-Feb,280,Aerial Solid,Winter Rye,1747
5,Till,1-Apr,Dairy Manure,280,1-Feb,280,Aerial Solid,Winter Rye,1748
0,Till,15-Apr,Dairy Manure,280,1-Feb,280,Aerial Solid,Winter Rye,1749
1,Till,15-Apr,Dairy Manure,280,1-Feb,280,Aerial Solid,Winter Rye,1750
3,Till,15-Apr,Dairy Manure,280,1-Feb,280,Aerial Solid,Winter Rye,1751
5,Till,15-Apr,Dairy Manure,280,1-Feb,280,Aerial Solid,Winter Rye,1752
0,Till,1-Apr,26:13:00,560,1-Feb,280,Aerial Solid,Winter Rye,1753
1,Till,1-Apr,26:13:00,560,1-Feb,280,Aerial Solid,Winter Rye,1754
3,Till,1-Apr,26:13:00,560,1-Feb,280,Aerial Solid,Winter Rye,1755
5,Till,1-Apr,26:13:00,560,1-Feb,280,Aerial Solid,Winter Rye,1756
0,Till,15-Apr,26:13:00,560,1-Feb,280,Aerial Solid,Winter Rye,1757
1,Till,15-Apr,26:13:00,560,1-Feb,280,Aerial Solid,Winter Rye,1758
3,Till,15-Apr,26:13:00,560,1-Feb,280,Aerial Solid,Winter Rye,1759
5,Till,15-Apr,26:13:00,560,1-Feb,280,Aerial Solid,Winter Rye,1760
0,Till,1-Apr,28:10:10,560,1-Feb,280,Aerial Solid,Winter Rye,1761
1,Till,1-Apr,28:10:10,560,1-Feb,280,Aerial Solid,Winter Rye,1762
3,Till,1-Apr,28:10:10,560,1-Feb,280,Aerial Solid,Winter Rye,1763
5,Till,1-Apr,28:10:10,560,1-Feb,280,Aerial Solid,Winter Rye,1764
0,Till,15-Apr,28:10:10,560,1-Feb,280,Aerial Solid,Winter Rye,1765
1,Till,15-Apr,28:10:10,560,1-Feb,280,Aerial Solid,Winter Rye,1766
3,Till,15-Apr,28:10:10,560,1-Feb,280,Aerial Solid,Winter Rye,1767
5,Till,15-Apr,28:10:10,560,1-Feb,280,Aerial Solid,Winter Rye,1768
0,Till,1-Apr,Dairy Manure,560,1-Feb,280,Aerial Solid,Winter Rye,1769
1,Till,1-Apr,Dairy Manure,560,1-Feb,280,Aerial Solid,Winter Rye,1770
3,Till,1-Apr,Dairy Manure,560,1-Feb,280,Aerial Solid,Winter Rye,1771
5,Till,1-Apr,Dairy Manure,560,1-Feb,280,Aerial Solid,Winter Rye,1772
0,Till,15-Apr,Dairy Manure,560,1-Feb,280,Aerial Solid,Winter Rye,1773
1,Till,15-Apr,Dairy Manure,560,1-Feb,280,Aerial Solid,Winter Rye,1774
3,Till,15-Apr,Dairy Manure,560,1-Feb,280,Aerial Solid,Winter Rye,1775
5,Till,15-Apr,Dairy Manure,560,1-Feb,280,Aerial Solid,Winter Rye,1776
0,Till,1-Apr,26:13:00,1120,1-Feb,280,Aerial Solid,Winter Rye,1777
1,Till,1-Apr,26:13:00,1120,1-Feb,280,Aerial Solid,Winter Rye,1778
3,Till,1-Apr,26:13:00,1120,1-Feb,280,Aerial Solid,Winter Rye,1779
5,Till,1-Apr,26:13:00,1120,1-Feb,280,Aerial Solid,Winter Rye,1780
0,Till,15-Apr,26:13:00,1120,1-Feb,280,Aerial Solid,Winter Rye,1781
1,Till,15-Apr,26:13:00,1120,1-Feb,280,Aerial Solid,Winter Rye,1782
3,Till,15-Apr,26:13:00,1120,1-Feb,280,Aerial Solid,Winter Rye,1783
5,Till,15-Apr,26:13:00,1120,1-Feb,280,Aerial Solid,Winter Rye,1784
0,Till,1-Apr,28:10:10,1120,1-Feb,280,Aerial Solid,Winter Rye,1785
1,Till,1-Apr,28:10:10,1120,1-Feb,280,Aerial Solid,Winter Rye,1786
3,Till,1-Apr,28:10:10,1120,1-Feb,280,Aerial Solid,Winter Rye,1787
5,Till,1-Apr,28:10:10,1120,1-Feb,280,Aerial Solid,Winter Rye,1788
0,Till,15-Apr,28:10:10,1120,1-Feb,280,Aerial Solid,Winter Rye,1789
1,Till,15-Apr,28:10:10,1120,1-Feb,280,Aerial Solid,Winter Rye,1790
3,Till,15-Apr,28:10:10,1120,1-Feb,280,Aerial Solid,Winter Rye,1791
5,Till,15-Apr,28:10:10,1120,1-Feb,280,Aerial Solid,Winter Rye,1792
0,Till,1-Apr,Dairy Manure,1120,1-Feb,280,Aerial Solid,Winter Rye,1793
1,Till,1-Apr,Dairy Manure,1120,1-Feb,280,Aerial Solid,Winter Rye,1794
3,Till,1-Apr,Dairy Manure,1120,1-Feb,280,Aerial Solid,Winter Rye,1795
5,Till,1-Apr,Dairy Manure,1120,1-Feb,280,Aerial Solid,Winter Rye,1796
0,Till,15-Apr,Dairy Manure,1120,1-Feb,280,Aerial Solid,Winter Rye,1797
1,Till,15-Apr,Dairy Manure,1120,1-Feb,280,Aerial Solid,Winter Rye,1798
3,Till,15-Apr,Dairy Manure,1120,1-Feb,280,Aerial Solid,Winter Rye,1799
5,Till,15-Apr,Dairy Manure,1120,1-Feb,280,Aerial Solid,Winter Rye,1800
0,Till,1-Apr,26:13:00,0,1-May,280,Aerial Solid,Winter Rye,1801
1,Till,1-Apr,26:13:00,0,1-May,280,Aerial Solid,Winter Rye,1802
3,Till,1-Apr,26:13:00,0,1-May,280,Aerial Solid,Winter Rye,1803
5,Till,1-Apr,26:13:00,0,1-May,280,Aerial Solid,Winter Rye,1804
0,Till,15-Apr,26:13:00,0,1-May,280,Aerial Solid,Winter Rye,1805
1,Till,15-Apr,26:13:00,0,1-May,280,Aerial Solid,Winter Rye,1806
3,Till,15-Apr,26:13:00,0,1-May,280,Aerial Solid,Winter Rye,1807
5,Till,15-Apr,26:13:00,0,1-May,280,Aerial Solid,Winter Rye,1808
0,Till,1-Apr,28:10:10,0,1-May,280,Aerial Solid,Winter Rye,1809
1,Till,1-Apr,28:10:10,0,1-May,280,Aerial Solid,Winter Rye,1810
3,Till,1-Apr,28:10:10,0,1-May,280,Aerial Solid,Winter Rye,1811
5,Till,1-Apr,28:10:10,0,1-May,280,Aerial Solid,Winter Rye,1812
0,Till,15-Apr,28:10:10,0,1-May,280,Aerial Solid,Winter Rye,1813
1,Till,15-Apr,28:10:10,0,1-May,280,Aerial Solid,Winter Rye,1814
3,Till,15-Apr,28:10:10,0,1-May,280,Aerial Solid,Winter Rye,1815
5,Till,15-Apr,28:10:10,0,1-May,280,Aerial Solid,Winter Rye,1816
0,Till,1-Apr,Dairy Manure,0,1-May,280,Aerial Solid,Winter Rye,1817
1,Till,1-Apr,Dairy Manure,0,1-May,280,Aerial Solid,Winter Rye,1818
3,Till,1-Apr,Dairy Manure,0,1-May,280,Aerial Solid,Winter Rye,1819
5,Till,1-Apr,Dairy Manure,0,1-May,280,Aerial Solid,Winter Rye,1820
0,Till,15-Apr,Dairy Manure,0,1-May,280,Aerial Solid,Winter Rye,1821
1,Till,15-Apr,Dairy Manure,0,1-May,280,Aerial Solid,Winter Rye,1822
3,Till,15-Apr,Dairy Manure,0,1-May,280,Aerial Solid,Winter Rye,1823
5,Till,15-Apr,Dairy Manure,0,1-May,280,Aerial Solid,Winter Rye,1824
0,Till,1-Apr,26:13:00,140,1-May,280,Aerial Solid,Winter Rye,1825
1,Till,1-Apr,26:13:00,140,1-May,280,Aerial Solid,Winter Rye,1826
3,Till,1-Apr,26:13:00,140,1-May,280,Aerial Solid,Winter Rye,1827
5,Till,1-Apr,26:13:00,140,1-May,280,Aerial Solid,Winter Rye,1828
0,Till,15-Apr,26:13:00,140,1-May,280,Aerial Solid,Winter Rye,1829
1,Till,15-Apr,26:13:00,140,1-May,280,Aerial Solid,Winter Rye,1830
3,Till,15-Apr,26:13:00,140,1-May,280,Aerial Solid,Winter Rye,1831
5,Till,15-Apr,26:13:00,140,1-May,280,Aerial Solid,Winter Rye,1832
0,Till,1-Apr,28:10:10,140,1-May,280,Aerial Solid,Winter Rye,1833
1,Till,1-Apr,28:10:10,140,1-May,280,Aerial Solid,Winter Rye,1834
3,Till,1-Apr,28:10:10,140,1-May,280,Aerial Solid,Winter Rye,1835
5,Till,1-Apr,28:10:10,140,1-May,280,Aerial Solid,Winter Rye,1836
0,Till,15-Apr,28:10:10,140,1-May,280,Aerial Solid,Winter Rye,1837
1,Till,15-Apr,28:10:10,140,1-May,280,Aerial Solid,Winter Rye,1838
3,Till,15-Apr,28:10:10,140,1-May,280,Aerial Solid,Winter Rye,1839
5,Till,15-Apr,28:10:10,140,1-May,280,Aerial Solid,Winter Rye,1840
0,Till,1-Apr,Dairy Manure,140,1-May,280,Aerial Solid,Winter Rye,1841
1,Till,1-Apr,Dairy Manure,140,1-May,280,Aerial Solid,Winter Rye,1842
3,Till,1-Apr,Dairy Manure,140,1-May,280,Aerial Solid,Winter Rye,1843
5,Till,1-Apr,Dairy Manure,140,1-May,280,Aerial Solid,Winter Rye,1844
0,Till,15-Apr,Dairy Manure,140,1-May,280,Aerial Solid,Winter Rye,1845
1,Till,15-Apr,Dairy Manure,140,1-May,280,Aerial Solid,Winter Rye,1846
3,Till,15-Apr,Dairy Manure,140,1-May,280,Aerial Solid,Winter Rye,1847
5,Till,15-Apr,Dairy Manure,140,1-May,280,Aerial Solid,Winter Rye,1848
0,Till,1-Apr,26:13:00,280,1-May,280,Aerial Solid,Winter Rye,1849
1,Till,1-Apr,26:13:00,280,1-May,280,Aerial Solid,Winter Rye,1850
3,Till,1-Apr,26:13:00,280,1-May,280,Aerial Solid,Winter Rye,1851
5,Till,1-Apr,26:13:00,280,1-May,280,Aerial Solid,Winter Rye,1852
0,Till,15-Apr,26:13:00,280,1-May,280,Aerial Solid,Winter Rye,1853
1,Till,15-Apr,26:13:00,280,1-May,280,Aerial Solid,Winter Rye,1854
3,Till,15-Apr,26:13:00,280,1-May,280,Aerial Solid,Winter Rye,1855
5,Till,15-Apr,26:13:00,280,1-May,280,Aerial Solid,Winter Rye,1856
0,Till,1-Apr,28:10:10,280,1-May,280,Aerial Solid,Winter Rye,1857
1,Till,1-Apr,28:10:10,280,1-May,280,Aerial Solid,Winter Rye,1858
3,Till,1-Apr,28:10:10,280,1-May,280,Aerial Solid,Winter Rye,1859
5,Till,1-Apr,28:10:10,280,1-May,280,Aerial Solid,Winter Rye,1860
0,Till,15-Apr,28:10:10,280,1-May,280,Aerial Solid,Winter Rye,1861
1,Till,15-Apr,28:10:10,280,1-May,280,Aerial Solid,Winter Rye,1862
3,Till,15-Apr,28:10:10,280,1-May,280,Aerial Solid,Winter Rye,1863
5,Till,15-Apr,28:10:10,280,1-May,280,Aerial Solid,Winter Rye,1864
0,Till,1-Apr,Dairy Manure,280,1-May,280,Aerial Solid,Winter Rye,1865
